Employee_ID,Age,first_name,last_name,gender,Department,Job_Role,Education_Level,Marital_Status,Job_Tenure,Distance_From_Home,Gender_Clean,Performance_Rating,Last_Promotion_Year,Training_Hours,Work_Life_Balance,Job_Satisfaction,attrition,Exit_Interview_Score,Attrition_Flag,Years_Since_Promotion,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Salary_Band,Exit_Score_Category,Performance_Category,Satisfaction_Category,WLB_Category,Attrition_Risk_Score,Risk_Segment
763,23,Aubrey,Benini,Female,Marketing,Senior Developer,Bachelor's,Single,12,28,Female,4,2012,10,2,4,False,,0,12,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,High,Poor,2.656,Medium Risk
764,46,Bernetta,MacKissack,Female,Sales,HR Specialist,Bachelor's,Married,13,24,Female,4,2023,69,2,4,False,,0,1,11–20 yrs,46–55,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,High,Poor,2.098,Low Risk
765,31,Marietta,Bavage,Female,Marketing,Data Analyst,Master's,Divorced,13,10,Female,3,2018,65,3,1,False,,0,6,11–20 yrs,26–35,Near (≤10 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very Low,Fair,3.17,High Risk
766,25,Dorthy,Le Quesne,Female,Finance,Data Analyst,Bachelor's,Married,20,31,Female,3,2013,33,5,4,False,,0,11,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Average,High,Excellent,2.062,Low Risk
767,25,Kellby,Dowthwaite,Male,Sales,Senior Developer,PhD,Divorced,2,6,Male,4,2014,167,3,1,False,,0,10,0–2 yrs,18–25,Near (≤10 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Good,Very Low,Fair,3.162,High Risk
768,34,Lombard,Dericot,Male,IT,Developer,Master's,Divorced,12,32,Male,2,2021,47,3,4,False,,0,3,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,High,Fair,2.364,Medium Risk
769,39,Morgen,Cheson,Male,Marketing,Manager,Bachelor's,Divorced,11,12,Male,1,2018,46,5,1,True,4.0,1,6,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Band 2 – Mid-Low,Low Dissatisfaction,Needs Improvement,Very Low,Excellent,3.074,High Risk
770,32,Tammi,Imison,Female,HR,Senior Developer,Bachelor's,Divorced,4,30,Female,3,2013,52,4,3,True,5.0,1,11,3–5 yrs,26–35,Far (26–50 km),9–12 yrs,Band 1 – Low,Low Dissatisfaction,Average,Neutral,Good,2.61,Medium Risk
771,40,Kaitlyn,Jurick,Female,Sales,Manager,Master's,Single,1,12,Female,3,2011,131,1,5,False,,0,13,0–2 yrs,36–45,Medium (11–25 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Average,Very High,Very Poor,2.824,Medium Risk
772,38,Kari,Marmyon,Female,Operations,Senior Developer,PhD,Divorced,15,12,Female,1,2015,10,3,4,False,,0,9,11–20 yrs,36–45,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,High,Fair,2.824,Medium Risk
773,31,Shurlocke,Scarrott,Male,IT,Data Analyst,Master's,Divorced,13,13,Male,3,2021,92,5,5,False,,0,3,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very High,Excellent,1.326,Low Risk
774,25,Freemon,Bonsey,Male,IT,HR Specialist,PhD,Single,5,37,Male,5,2023,29,2,4,False,4.0,0,1,3–5 yrs,18–25,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,Low Dissatisfaction,Outstanding,High,Poor,1.924,Low Risk
775,40,Candie,Wedgbrow,Female,Finance,HR Specialist,Master's,Married,1,32,Female,2,2022,23,5,3,False,,0,2,0–2 yrs,36–45,Far (26–50 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Neutral,Excellent,2.114,Low Risk
776,35,Christy,Begent,Male,Marketing,Senior Developer,Bachelor's,Single,20,47,Male,2,2012,45,2,4,False,,0,12,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Below Average,High,Poor,3.094,High Risk
777,56,Sheela,Bome,Female,Finance,Senior Developer,Bachelor's,Divorced,4,12,Female,1,2010,140,3,3,False,,0,14,3–5 yrs,55+,Medium (11–25 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Neutral,Fair,3.374,High Risk
778,24,Rani,Limrick,Female,HR,Data Analyst,Bachelor's,Divorced,17,42,Female,1,2013,122,2,1,False,2.0,0,11,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,High Dissatisfaction,Needs Improvement,Very Low,Poor,4.134,High Risk
779,44,Beaufort,Wickson,Male,Operations,Manager,Master's,Divorced,9,19,Male,4,2021,118,2,5,True,5.0,1,3,6–10 yrs,36–45,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,Low Dissatisfaction,Good,Very High,Poor,1.888,Low Risk
780,50,Judas,Larciere,Male,HR,Manager,Bachelor's,Married,8,2,Male,1,2017,180,4,1,False,,0,7,6–10 yrs,46–55,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very Low,Good,3.354,High Risk
781,28,Thomasine,Whiteway,Female,Finance,Data Analyst,PhD,Single,12,20,Female,2,2020,130,2,2,False,,0,4,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Low,Poor,3.24,High Risk
782,57,Elianora,Hext,Genderqueer,Sales,Developer,Master's,Single,15,11,Non-Binary / Other,1,2022,93,2,1,False,,0,2,11–20 yrs,55+,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very Low,Poor,3.622,High Risk
783,36,Zelda,Laister,Female,Sales,Developer,PhD,Single,20,12,Female,2,2017,87,5,3,False,,0,7,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Below Average,Neutral,Excellent,2.324,Low Risk
784,57,Glendon,MacVagh,Male,Finance,Senior Developer,Bachelor's,Single,16,26,Male,4,2011,138,2,5,False,,0,13,11–20 yrs,55+,Far (26–50 km),12+ yrs,Band 4 – High,N/A (Still Employed),Good,Very High,Poor,2.402,Medium Risk
785,46,Kriste,Camelli,Female,Operations,HR Specialist,Bachelor's,Married,17,44,Female,4,2010,40,3,5,False,,0,14,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Band 4 – High,N/A (Still Employed),Good,Very High,Fair,2.238,Low Risk
786,37,Ruprecht,Gregore,Male,Operations,Developer,Master's,Divorced,14,39,Male,2,2017,71,5,5,False,2.0,0,7,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,High Dissatisfaction,Below Average,Very High,Excellent,1.778,Low Risk
787,54,Gabrila,Messenger,Female,Finance,Developer,PhD,Divorced,7,13,Female,4,2023,153,4,2,False,,0,1,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Low,Good,2.176,Low Risk
788,40,Wylie,Silkstone,Male,Sales,Marketing Lead,Bachelor's,Single,1,5,Male,1,2010,110,5,3,False,,0,14,0–2 yrs,36–45,Near (≤10 km),12+ yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Neutral,Excellent,2.86,Medium Risk
789,25,Nona,Grayham,Female,Marketing,HR Specialist,Master's,Single,11,10,Female,3,2014,106,4,1,False,,0,10,11–20 yrs,18–25,Near (≤10 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very Low,Good,3.12,High Risk
790,46,Hercules,O'Lahy,Male,Operations,Manager,Bachelor's,Single,1,5,Male,2,2014,108,3,5,True,2.0,1,10,0–2 yrs,46–55,Near (≤10 km),9–12 yrs,Band 1 – Low,High Dissatisfaction,Below Average,Very High,Fair,2.36,Medium Risk
791,46,Melita,Caughte,Non-binary,Operations,Manager,Master's,Divorced,12,28,Non-Binary / Other,5,2019,190,2,1,False,,0,5,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very Low,Poor,3.006,High Risk
792,48,Errol,Rosiello,Male,Finance,Data Analyst,Bachelor's,Married,2,16,Male,5,2016,131,3,1,False,,0,8,0–2 yrs,46–55,Medium (11–25 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Outstanding,Very Low,Fair,2.882,Medium Risk
793,42,Terrel,Champkin,Male,Operations,Manager,Bachelor's,Divorced,11,30,Male,5,2014,100,4,3,False,,0,10,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Neutral,Good,2.16,Low Risk
794,57,Gordan,Johananoff,Male,IT,Marketing Lead,PhD,Married,15,42,Male,3,2023,89,3,4,False,,0,1,11–20 yrs,55+,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,High,Fair,2.084,Low Risk
795,25,Anne,Kemer,Female,Marketing,Senior Developer,Master's,Married,8,26,Female,3,2011,143,3,2,False,,0,13,6–10 yrs,18–25,Far (26–50 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Fair,3.252,High Risk
796,22,Bess,Carcass,Female,Finance,Senior Developer,Master's,Single,20,7,Female,4,2010,91,2,3,False,,0,14,11–20 yrs,18–25,Near (≤10 km),12+ yrs,Band 4 – High,N/A (Still Employed),Good,Neutral,Poor,3.014,High Risk
797,38,De witt,Kording,Male,IT,Manager,PhD,Single,16,47,Male,2,2014,145,3,5,False,,0,10,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Very High,Fair,2.444,Medium Risk
798,34,Anabal,Wickwar,Female,IT,HR Specialist,Master's,Divorced,13,34,Female,5,2023,30,3,1,False,,0,1,11–20 yrs,26–35,Far (26–50 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very Low,Fair,2.568,Medium Risk
799,50,Wini,Feldhammer,Female,Finance,Marketing Lead,Master's,Single,20,9,Female,1,2019,164,3,4,False,,0,5,11–20 yrs,46–55,Near (≤10 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Needs Improvement,High,Fair,2.618,Medium Risk
800,36,Jeno,Sheran,Male,Finance,Manager,Master's,Single,3,47,Male,2,2016,64,3,5,True,3.0,1,8,3–5 yrs,36–45,Far (26–50 km),6–8 yrs,Band 1 – Low,Moderate Dissatisfaction,Below Average,Very High,Fair,2.344,Low Risk
801,45,Sashenka,Watkiss,Bigender,Finance,Manager,Master's,Married,12,49,Non-Binary / Other,2,2017,52,4,5,False,,0,7,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Very High,Good,2.048,Low Risk
802,59,Chrissie,Maffezzoli,Male,IT,Senior Developer,PhD,Single,14,1,Male,3,2010,172,3,2,False,,0,14,11–20 yrs,55+,Near (≤10 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Low,Fair,3.252,High Risk
803,56,Carine,Wibrow,Female,HR,Data Analyst,Bachelor's,Married,16,39,Female,4,2023,81,4,5,False,,0,1,11–20 yrs,55+,Far (26–50 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Good,Very High,Good,1.328,Low Risk
804,60,Sianna,Monteith,Female,Finance,HR Specialist,Master's,Single,4,7,Female,4,2016,192,5,3,False,,0,8,3–5 yrs,55+,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Good,Neutral,Excellent,1.964,Low Risk
805,34,Cobby,Coverlyn,Male,Finance,Marketing Lead,PhD,Married,13,25,Male,5,2016,46,4,1,False,,0,8,11–20 yrs,26–35,Medium (11–25 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Very Low,Good,2.65,Medium Risk
806,34,Regen,Vasiljevic,Male,Marketing,Marketing Lead,Bachelor's,Divorced,10,25,Male,5,2017,121,4,2,False,,0,7,6–10 yrs,26–35,Medium (11–25 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Low,Good,2.3,Low Risk
807,40,Cody,Macewan,Male,Finance,Developer,PhD,Married,20,2,Male,2,2010,153,1,1,True,5.0,1,14,11–20 yrs,36–45,Near (≤10 km),12+ yrs,Band 4 – High,Low Dissatisfaction,Below Average,Very Low,Very Poor,4.254,High Risk
808,50,Abbott,Moat,Male,Operations,HR Specialist,Bachelor's,Divorced,7,8,Male,4,2013,123,4,4,False,,0,11,6–10 yrs,46–55,Near (≤10 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,High,Good,2.066,Low Risk
809,33,Paola,Garshore,Female,Operations,Senior Developer,Bachelor's,Married,5,1,Female,2,2013,135,1,2,False,,0,11,3–5 yrs,26–35,Near (≤10 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Low,Very Poor,3.802,High Risk
810,26,Krystle,Foukx,Female,Marketing,Data Analyst,Bachelor's,Divorced,17,49,Female,1,2016,187,4,2,False,,0,8,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Low,Good,3.198,High Risk
811,33,Hanny,Seedman,Female,Marketing,Data Analyst,Bachelor's,Single,19,42,Female,3,2012,74,3,3,False,,0,12,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Average,Neutral,Fair,2.934,Medium Risk
812,33,Kennith,Lamkin,Male,HR,Developer,Bachelor's,Married,17,3,Male,4,2020,185,2,1,False,,0,4,11–20 yrs,26–35,Near (≤10 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Good,Very Low,Poor,3.106,High Risk
813,54,Corey,Lawry,Male,Finance,Senior Developer,Bachelor's,Married,2,9,Male,2,2016,40,4,2,False,,0,8,0–2 yrs,46–55,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Low,Good,2.918,Medium Risk
814,29,Hilario,Domenget,Male,HR,Manager,Bachelor's,Married,5,16,Male,3,2018,152,3,4,False,,0,6,3–5 yrs,26–35,Medium (11–25 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Average,High,Fair,2.282,Low Risk
815,46,Collete,Bertouloume,Female,Operations,Developer,PhD,Married,16,50,Female,5,2010,121,1,2,False,,0,14,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Band 4 – High,N/A (Still Employed),Outstanding,Low,Very Poor,3.45,High Risk
816,24,Clio,Deppe,Non-binary,IT,Senior Developer,Master's,Single,3,6,Non-Binary / Other,1,2020,176,2,5,False,5.0,0,4,3–5 yrs,18–25,Near (≤10 km),3–5 yrs,Band 1 – Low,Low Dissatisfaction,Needs Improvement,Very High,Poor,2.512,Medium Risk
817,49,Glynda,Verey,Female,HR,Manager,Bachelor's,Single,10,18,Female,2,2014,99,2,5,True,1.0,1,10,6–10 yrs,46–55,Medium (11–25 km),9–12 yrs,Band 2 – Mid-Low,High Dissatisfaction,Below Average,Very High,Poor,2.636,Medium Risk
818,39,Rudolf,Klimecki,Male,Sales,Senior Developer,PhD,Married,18,10,Male,4,2010,55,3,1,False,,0,14,11–20 yrs,36–45,Near (≤10 km),12+ yrs,Band 4 – High,N/A (Still Employed),Good,Very Low,Fair,3.37,High Risk
819,57,Goraud,Rapp,Non-binary,Sales,Data Analyst,PhD,Divorced,15,41,Non-Binary / Other,1,2018,16,3,1,False,,0,6,11–20 yrs,55+,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very Low,Fair,3.632,High Risk
820,38,Alvan,Stallan,Male,Sales,HR Specialist,Bachelor's,Divorced,6,39,Male,1,2022,103,3,4,False,,0,2,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,High,Fair,2.528,Medium Risk
821,30,Edithe,Tutchell,Female,Marketing,Senior Developer,PhD,Married,15,1,Female,2,2015,129,1,2,False,,0,9,11–20 yrs,26–35,Near (≤10 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Low,Very Poor,3.702,High Risk
822,32,Debra,Nisard,Female,Operations,HR Specialist,Bachelor's,Married,4,1,Female,1,2024,181,3,1,False,,0,0,3–5 yrs,26–35,Near (≤10 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very Low,Fair,3.252,High Risk
823,59,Dorey,Parriss,Male,Sales,Senior Developer,PhD,Single,16,7,Male,4,2010,98,4,3,False,,0,14,11–20 yrs,55+,Near (≤10 km),12+ yrs,Band 4 – High,N/A (Still Employed),Good,Neutral,Good,2.514,Medium Risk
824,38,Ingaborg,Ede,Female,Operations,Manager,Master's,Single,18,35,Female,2,2024,196,4,1,False,,0,0,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Below Average,Very Low,Good,2.87,Medium Risk
825,22,Eduard,Djurevic,Male,HR,HR Specialist,PhD,Married,8,48,Male,3,2019,118,3,2,False,,0,5,6–10 yrs,18–25,Far (26–50 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Fair,2.896,Medium Risk
826,43,Yank,O'Corhane,Male,Finance,Marketing Lead,PhD,Divorced,8,22,Male,1,2022,64,5,3,False,,0,2,6–10 yrs,36–45,Medium (11–25 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Neutral,Excellent,2.294,Low Risk
827,51,Doro,Figg,Female,Marketing,HR Specialist,PhD,Divorced,7,46,Female,4,2024,167,5,2,False,,0,0,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Low,Excellent,1.942,Low Risk
828,31,Trumaine,Ingram,Male,Marketing,Manager,Bachelor's,Single,6,6,Male,5,2015,153,2,4,False,,0,9,6–10 yrs,26–35,Near (≤10 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,High,Poor,2.262,Low Risk
829,24,Brittne,Dunphie,Female,Sales,HR Specialist,Bachelor's,Single,3,13,Female,4,2024,58,2,2,True,5.0,1,0,3–5 yrs,18–25,Medium (11–25 km),0–2 yrs,Band 1 – Low,Low Dissatisfaction,Good,Low,Poor,2.626,Medium Risk
830,31,Romy,Avrahamoff,Bigender,IT,Senior Developer,Bachelor's,Married,4,9,Non-Binary / Other,3,2023,107,5,3,False,,0,1,3–5 yrs,26–35,Near (≤10 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Average,Neutral,Excellent,1.818,Low Risk
831,42,Leonidas,Thomerson,Male,IT,Senior Developer,Master's,Married,14,31,Male,3,2024,105,5,4,False,,0,0,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,High,Excellent,1.512,Low Risk
832,60,Celinka,Bumphries,Female,Finance,Marketing Lead,Bachelor's,Single,1,49,Female,1,2014,55,4,1,False,,0,10,0–2 yrs,55+,Far (26–50 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very Low,Good,3.598,High Risk
833,25,Dickie,O'Fallone,Male,Operations,HR Specialist,Bachelor's,Married,6,37,Male,5,2022,12,3,2,True,2.0,1,2,6–10 yrs,18–25,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,High Dissatisfaction,Outstanding,Low,Fair,2.324,Low Risk
834,41,Cyndie,Scholefield,Female,HR,Senior Developer,Master's,Single,11,29,Female,1,2022,60,1,2,False,,0,2,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Low,Very Poor,3.608,High Risk
835,53,Nell,Dalglish,Female,Sales,HR Specialist,Bachelor's,Married,13,11,Female,3,2019,123,1,5,False,,0,5,11–20 yrs,46–55,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very High,Very Poor,2.422,Medium Risk
836,58,Georgine,Gorbell,Female,Operations,Developer,Bachelor's,Single,9,20,Female,4,2013,102,2,2,False,,0,11,6–10 yrs,55+,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Poor,3.19,High Risk
837,57,Horacio,Leborgne,Male,HR,Senior Developer,Master's,Divorced,8,22,Male,2,2022,144,2,5,False,,0,2,6–10 yrs,55+,Medium (11–25 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Very High,Poor,2.244,Low Risk
838,44,Sayres,Lagneaux,Male,Operations,HR Specialist,Bachelor's,Married,9,31,Male,2,2010,59,3,3,False,,0,14,6–10 yrs,36–45,Far (26–50 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Neutral,Fair,3.212,High Risk
839,26,Jecho,Seamons,Male,IT,Data Analyst,Bachelor's,Married,16,10,Male,4,2015,11,4,4,False,,0,9,11–20 yrs,26–35,Near (≤10 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Good,High,Good,1.97,Low Risk
840,42,Bud,Buckland,Male,IT,Senior Developer,Bachelor's,Divorced,4,16,Male,5,2021,160,5,5,False,,0,3,3–5 yrs,36–45,Medium (11–25 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Very High,Excellent,0.932,Low Risk
841,55,Heida,Kippin,Female,Sales,Data Analyst,PhD,Divorced,5,4,Female,4,2023,89,4,3,False,,0,1,3–5 yrs,46–55,Near (≤10 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Neutral,Good,1.858,Low Risk
842,36,Myrtie,Sample,Female,IT,Developer,Bachelor's,Single,18,35,Female,5,2019,94,1,2,False,,0,5,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Low,Very Poor,2.97,High Risk
843,33,Grady,Ladel,Male,IT,Developer,Bachelor's,Married,16,45,Male,3,2016,34,4,3,False,,0,8,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Average,Neutral,Good,2.49,Medium Risk
844,55,Rosy,Poyner,Female,Finance,Senior Developer,PhD,Divorced,3,18,Female,1,2023,104,4,4,False,,0,1,3–5 yrs,46–55,Medium (11–25 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,High,Good,2.186,Low Risk
845,26,Reynold,Easby,Male,Finance,Developer,Bachelor's,Single,11,41,Male,4,2016,74,2,1,False,3.0,0,8,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,Moderate Dissatisfaction,Good,Very Low,Poor,3.382,High Risk
846,54,Nicoline,St Quenin,Female,IT,Senior Developer,Master's,Divorced,8,35,Female,3,2022,138,3,4,False,,0,2,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,High,Fair,2.12,Low Risk
847,32,Augustine,Markie,Female,Sales,Manager,Bachelor's,Married,19,8,Female,3,2021,13,5,4,False,,0,3,11–20 yrs,26–35,Near (≤10 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Average,High,Excellent,1.616,Low Risk
848,48,Claudetta,O'Hegertie,Female,Sales,Data Analyst,Master's,Married,20,2,Female,1,2024,165,5,4,False,,0,0,11–20 yrs,46–55,Near (≤10 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Needs Improvement,High,Excellent,1.854,Low Risk
849,56,Amara,Clemerson,Female,Operations,Marketing Lead,Bachelor's,Married,3,3,Female,1,2021,79,4,3,False,,0,3,3–5 yrs,55+,Near (≤10 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Neutral,Good,2.556,Medium Risk
850,56,Claudio,Russi,Male,IT,Manager,PhD,Married,11,7,Male,4,2022,18,1,2,False,,0,2,11–20 yrs,55+,Near (≤10 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Very Poor,2.964,High Risk
851,47,Henry,Bilbery,Male,IT,Developer,Master's,Single,13,35,Male,4,2010,175,1,4,False,,0,14,11–20 yrs,46–55,Far (26–50 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Good,High,Very Poor,3.02,High Risk
852,27,Laney,Gutierrez,Male,Marketing,Senior Developer,Bachelor's,Single,13,19,Male,2,2022,80,1,3,False,,0,2,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Neutral,Very Poor,3.088,High Risk
853,44,Daron,Maskelyne,Male,Operations,Manager,Master's,Divorced,18,7,Male,3,2011,174,3,5,False,,0,13,11–20 yrs,36–45,Near (≤10 km),12+ yrs,Band 4 – High,N/A (Still Employed),Average,Very High,Fair,2.314,Low Risk
854,36,Jessalyn,Eason,Female,Finance,HR Specialist,Bachelor's,Married,14,33,Female,2,2018,132,3,1,False,,0,6,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Very Low,Fair,3.416,High Risk
855,35,Halimeda,Blasi,Female,Finance,HR Specialist,Bachelor's,Married,8,27,Female,4,2016,111,5,4,False,,0,8,6–10 yrs,26–35,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,High,Excellent,1.704,Low Risk
856,43,Pearce,Potteridge,Male,Sales,HR Specialist,Bachelor's,Married,8,10,Male,2,2021,21,3,1,False,,0,3,6–10 yrs,36–45,Near (≤10 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Very Low,Fair,3.22,High Risk
857,43,Margaretha,Espadero,Female,HR,Senior Developer,PhD,Single,9,1,Female,5,2024,188,4,4,False,,0,0,6–10 yrs,36–45,Near (≤10 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,High,Good,1.302,Low Risk
858,45,Skyler,Tock,Male,HR,Developer,PhD,Married,4,15,Male,3,2020,190,3,2,False,,0,4,3–5 yrs,36–45,Medium (11–25 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Average,Low,Fair,2.78,Medium Risk
859,40,Salvatore,Silberschatz,Male,IT,Senior Developer,PhD,Single,10,2,Male,5,2014,74,1,2,False,,0,10,6–10 yrs,36–45,Near (≤10 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Low,Very Poor,3.154,High Risk
860,35,Tova,Tander,Female,IT,Developer,Master's,Divorced,3,15,Female,5,2023,80,4,1,False,,0,1,3–5 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Very Low,Good,2.28,Low Risk
861,55,Dottie,Gayler,Female,Operations,Marketing Lead,Bachelor's,Divorced,4,28,Female,4,2018,170,2,1,False,,0,6,3–5 yrs,46–55,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Good,Very Low,Poor,3.256,High Risk
862,52,Mireielle,Elven,Genderqueer,Marketing,Senior Developer,Master's,Single,3,25,Non-Binary / Other,5,2017,24,1,1,False,,0,7,3–5 yrs,46–55,Medium (11–25 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Very Low,Very Poor,3.35,High Risk
863,57,Teddie,Rosenblad,Male,Marketing,Data Analyst,Bachelor's,Married,11,10,Male,4,2016,156,3,2,False,,0,8,11–20 yrs,55+,Near (≤10 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Fair,2.77,Medium Risk
